id_envio,id_ruta,id_vehiculo,peso_kg,volumen_m3,estado,tipo_carga_norm,origen,destino,distancia_km,tiempo_estimado_hrs,tipo_via,peaje_total,tipo,capacidad_kg,capacidad_m3,año_fabricacion,estado_vehiculo,km_recorridos,dias_en_transito,eficiencia_peso,eficiencia_volumen,costo_por_km,mes_envio,dia_semana_envio,trimestre_envio
140.0,15,13.0,9294.1,42.81,Cancelado,Perecible,Talcahuano,Puerto Montt,1750.1,11.8,Autopista,1666.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,0.9519456031083938,4.0,2.0,2.0
141.0,17,40.0,3489.7,2.51,Devuelto,Refrigerada,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,5.0,1.1632333333333331,0.1068085106382978,2.4405756135166388,4.0,3.0,2.0
142.0,54,13.0,24.1,30.58,Retrasado,Refrigerada,Pucón,Osorno,147.7,21.5,Urbana,2006.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,4.0,1.105755,0.8255102040816326,13.581584292484768,4.0,4.0,2.0
147.0,39,13.0,13557.5,39.31,En Tránsito,Perecible,Valparaíso,Chillán,883.7,16.7,Urbana,1950.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,6.885564797424202,4.0,0.0,2.0
148.0,34,60.0,6153.6,48.16,Retrasado,General,Ovalle,Rancagua,1824.2,11.7,Urbana,3064.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,5.0,0.61536,3.087179487179487,1.6796403903080803,4.0,1.0,2.0
149.0,44,10.0,7468.85,59.29,Entregado,General,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,5.0,1.105755,2.8642512077294686,16.914321450906815,4.0,2.0,2.0
150.0,42,25.0,7162.2,20.85,Entregado,Perecible,La Florida,San Antonio,254.0,12.2,Ruta Nacional,7465.0,Furgón,1000.0,47.9,2015.0,En Mantención,354382.0,5.0,7.1622,0.4352818371607516,29.38976377952756,4.0,2.0,2.0
151.0,40,31.0,7468.85,36.0,Entregado,Frágil,Cauquenes,Viña del Mar,662.3,10.0,Camino Rural,4915.0,Camioneta,3000.0,13.8,2013.0,Operativo,230010.0,5.0,1.105755,2.608695652173913,7.421108259097086,4.0,3.0,2.0
153.0,2,27.0,7906.3,10.11,Devuelto,Peligrosa,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Van,1000.0,22.1,2010.0,Operativo,88004.0,4.0,7.9063,0.4574660633484162,23.787460567823345,4.0,5.0,2.0
154.0,28,17.0,4757.6,43.09,En Tránsito,Refrigerada,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,5.0,0.47576,1.37667731629393,18.209416469732776,4.0,5.0,2.0
155.0,74,33.0,7468.85,45.32,En Tránsito,Refrigerada,Coquimbo,Puerto Montt,1126.4,6.1,Urbana,1399.0,Van,3000.0,28.1,2017.0,Operativo,186774.0,5.0,1.105755,1.6128113879003558,1.242009943181818,4.0,6.0,2.0
156.0,67,31.0,575.8,5.43,Cancelado,General,Chillán,Puerto Montt,1065.6,1.0,Autopista,1914.0,Camioneta,3000.0,13.8,2013.0,Operativo,230010.0,5.0,0.1919333333333333,0.3934782608695651,1.7961711711711714,4.0,0.0,2.0
157.0,71,50.0,8752.1,51.69,En Tránsito,Peligrosa,Rancagua,Maipú,487.0,15.1,Urbana,6707.0,Furgón,5000.0,56.7,2017.0,En Mantención,443858.0,5.0,1.105755,0.9116402116402116,13.772073921971252,4.0,0.0,2.0
158.0,72,42.0,3457.1,48.8,Entregado,Peligrosa,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,5.0,0.172855,7.2835820895522385,8.721224218230207,4.0,1.0,2.0
160.0,10,21.0,9810.9,5.56,En Tránsito,Perecible,Curicó,Curicó,1645.1,15.2,Urbana,6351.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,5.0,1.105755,0.0879746835443037,3.860555589325877,4.0,3.0,2.0
161.0,57,36.0,10221.3,3.04,Cancelado,Perecible,Villarrica,La Serena,1114.8,12.2,Autopista,2453.0,Camioneta,5000.0,49.1,2023.0,Operativo,138259.0,5.0,2.04426,0.0619144602851323,2.200394689630427,4.0,3.0,2.0
162.0,37,1.0,11284.8,20.15,Retrasado,Refrigerada,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,5.0,0.56424,0.4095528455284552,2.144931544737934,4.0,4.0,2.0
163.0,77,4.0,7558.6,30.58,Devuelto,General,Cauquenes,La Florida,1827.8,23.6,Camino Rural,12453.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,5.0,7.5586,0.8255102040816326,6.813108655213918,4.0,5.0,2.0
165.0,79,26.0,14045.8,16.13,Entregado,General,Villarrica,Puente Alto,1499.0,3.7,Autopista,10474.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,5.0,2.80916,0.6720833333333333,6.987324883255504,4.0,6.0,2.0
166.0,40,4.0,7468.85,54.7,Entregado,General,Cauquenes,Viña del Mar,662.3,10.0,Camino Rural,4915.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,5.0,1.105755,1.1117886178861789,7.421108259097086,5.0,0.0,2.0
168.0,48,9.0,4562.8,2.83,Entregado,Frágil,Villarrica,Santiago,483.8,7.7,Autopista,9072.0,Van,5000.0,39.1,2022.0,Fuera De Servicio,77965.0,5.0,0.91256,0.0723785166240409,18.75155022736668,5.0,2.0,2.0
169.0,19,30.0,7468.85,18.08,Entregado,General,Puerto Montt,Talca,1625.7,19.9,Urbana,1526.0,Camión,1000.0,28.2,2021.0,Fuera De Servicio,235075.0,5.0,1.105755,0.6411347517730496,0.938672571815218,5.0,2.0,2.0
170.0,72,13.0,4119.3,31.91,En Tránsito,Frágil,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,8.721224218230207,5.0,3.0,2.0
171.0,13,45.0,3047.8,24.55,Entregado,Perecible,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Van,1000.0,25.3,2015.0,Operativo,235075.0,5.0,3.0478,0.9703557312252964,10.360608444794124,5.0,4.0,2.0
172.0,13,4.0,6637.9,16.5,Retrasado,Refrigerada,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,5.0,6.637899999999999,0.3353658536585365,10.360608444794124,5.0,4.0,2.0
173.0,37,5.0,862.0,7.97,Entregado,Perecible,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,5.0,0.2873333333333333,0.1879716981132075,2.144931544737934,5.0,5.0,2.0
176.0,2,13.0,8358.7,19.84,Cancelado,Peligrosa,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,23.787460567823345,5.0,0.0,2.0
177.0,31,22.0,9840.4,22.96,Entregado,Frágil,Castro,Concepción,883.7,12.7,Ruta Nacional,11863.0,Van,10000.0,47.8,2020.0,Operativo,386924.0,5.0,0.98404,0.4803347280334728,13.424238995134097,5.0,1.0,2.0
178.0,30,37.0,7460.4,37.12,Entregado,Refrigerada,Linares,San Fernando,1424.9,1.3,Autopista,5861.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,5.0,1.49208,3.787755102040816,4.113271106744333,5.0,2.0,2.0
179.0,76,8.0,490.6,43.13,Entregado,Peligrosa,Ovalle,La Serena,647.2,21.9,Ruta Nacional,12546.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,19.385043263288008,5.0,3.0,2.0
180.0,44,48.0,7468.85,23.58,Entregado,Frágil,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,5.0,1.105755,0.6513812154696131,16.914321450906815,5.0,3.0,2.0
181.0,12,33.0,7468.85,54.31,Cancelado,Peligrosa,Cauquenes,Los Ángeles,1225.7,3.4,Autopista,4699.0,Van,3000.0,28.1,2017.0,Operativo,186774.0,5.0,1.105755,1.932740213523132,3.833727665823611,5.0,4.0,2.0
182.0,51,55.0,6257.1,33.64,Entregado,Perecible,Puente Alto,Castro,489.3,6.2,Ruta Nacional,941.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,5.0,1.25142,0.6061261261261262,1.9231555283057429,5.0,5.0,2.0
183.0,49,60.0,11361.9,27.08,Cancelado,General,Las Condes,Osorno,1642.4,18.9,Ruta Nacional,7202.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,6.0,1.13619,1.7358974358974355,4.385046273745738,5.0,5.0,2.0
184.0,24,38.0,3412.7,38.84,Entregado,Perecible,Castro,Chillán,1776.8,12.2,Autopista,10956.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,5.0,0.6825399999999999,0.557245337159254,6.166141377757767,5.0,6.0,2.0
185.0,24,43.0,7468.85,30.58,Cancelado,Refrigerada,Castro,Chillán,1776.8,12.2,Autopista,10956.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,5.0,1.105755,0.8255102040816326,6.166141377757767,5.0,0.0,2.0
187.0,11,5.0,5586.2,2.5,En Tránsito,Perecible,La Serena,Rengo,128.4,16.6,Urbana,68.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,6.0,1.8620666666666663,0.0589622641509434,0.5295950155763239,5.0,1.0,2.0
189.0,72,7.0,12420.4,28.29,Entregado,Frágil,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Furgón,10000.0,48.7,2022.0,Operativo,235075.0,5.0,1.24204,0.5809034907597536,8.721224218230207,5.0,3.0,2.0
191.0,72,1.0,8840.9,42.04,Entregado,General,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,5.0,0.4420449999999999,0.8544715447154471,8.721224218230207,5.0,4.0,2.0
192.0,64,13.0,7468.85,49.59,Entregado,Frágil,La Serena,Curicó,1480.2,17.5,Urbana,10844.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,7.32603702202405,5.0,5.0,2.0
194.0,72,45.0,2530.4,59.36,Entregado,Refrigerada,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Van,1000.0,25.3,2015.0,Operativo,235075.0,5.0,2.5304,2.3462450592885373,8.721224218230207,5.0,0.0,2.0
196.0,71,47.0,9267.2,52.51,Entregado,General,Rancagua,Maipú,487.0,15.1,Urbana,6707.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,5.0,0.92672,0.9706099815157117,13.772073921971252,5.0,1.0,2.0
197.0,78,3.0,14721.4,46.02,En Tránsito,Perecible,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,5.0,1.47214,0.6631123919308357,17.39689471130519,5.0,2.0,2.0
199.0,2,28.0,7468.85,44.07,En Tránsito,Refrigerada,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Semi-Remolque,5000.0,5.9,2021.0,Operativo,32072.0,5.0,1.105755,7.469491525423728,23.787460567823345,5.0,3.0,2.0
200.0,43,10.0,3346.8,6.33,En Tránsito,Refrigerada,Puente Alto,Temuco,872.6,10.0,Camino Rural,7140.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,5.0,3.3468,0.3057971014492753,8.18244327297731,5.0,4.0,2.0
201.0,8,9.0,3925.4,47.38,Retrasado,General,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Van,5000.0,39.1,2022.0,Fuera De Servicio,77965.0,5.0,0.78508,1.2117647058823529,468.974358974359,5.0,5.0,2.0
202.0,13,13.0,7683.4,31.99,Cancelado,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,6.0,1.5366799999999998,1.4475113122171943,10.360608444794124,5.0,5.0,2.0
203.0,35,13.0,7468.85,17.61,Entregado,Frágil,Rancagua,Angol,1308.4,19.1,Autopista,3708.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,2.8339957199633137,5.0,6.0,2.0
204.0,23,35.0,2522.6,39.38,En Tránsito,General,Chillán,Valparaíso,1884.9,16.5,Autopista,9906.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,5.0,0.8408666666666667,1.9788944723618087,5.255451217571224,5.0,0.0,2.0
205.0,46,54.0,7468.85,38.53,Entregado,Peligrosa,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,5.0,1.105755,0.6029733959311424,15.246266285351128,5.0,1.0,2.0
206.0,15,23.0,545.9,12.65,Entregado,Peligrosa,Talcahuano,Puerto Montt,1750.1,11.8,Autopista,1666.0,Camión,1000.0,62.1,2024.0,Operativo,397688.0,6.0,0.5458999999999999,0.2037037037037037,0.9519456031083938,5.0,1.0,2.0
207.0,2,47.0,10569.3,1.92,Entregado,Perecible,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,5.0,1.05693,0.0354898336414048,23.787460567823345,5.0,2.0,2.0
208.0,61,17.0,7386.8,26.07,Entregado,Refrigerada,Chillán,Rengo,1903.4,12.2,Urbana,2689.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,5.0,0.73868,0.8329073482428115,1.4127351056005042,6.0,3.0,2.0
210.0,64,7.0,2583.7,52.61,Cancelado,Perecible,La Serena,Curicó,1480.2,17.5,Urbana,10844.0,Furgón,10000.0,48.7,2022.0,Operativo,235075.0,5.0,0.25837,1.0802874743326487,7.32603702202405,6.0,4.0,2.0
211.0,52,52.0,1547.0,55.7,Retrasado,Frágil,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Semi-Remolque,5000.0,69.4,2013.0,En Mantención,171940.0,5.0,0.3094,0.8025936599423631,6.885564797424202,6.0,5.0,2.0
212.0,36,16.0,9192.8,31.78,En Tránsito,Frágil,Ovalle,Chillán,1549.9,3.6,Autopista,14941.0,Camioneta,1000.0,78.5,2020.0,Fuera De Servicio,115935.0,5.0,9.1928,0.4048407643312102,9.639976772695013,6.0,6.0,2.0
213.0,67,53.0,1422.2,45.25,Entregado,Perecible,Chillán,Puerto Montt,1065.6,1.0,Autopista,1914.0,Camioneta,20000.0,13.8,2022.0,Operativo,298453.0,6.0,0.07111,3.2789855072463765,1.7961711711711714,6.0,6.0,2.0
215.0,67,36.0,317.5,44.79,Entregado,General,Chillán,Puerto Montt,1065.6,1.0,Autopista,1914.0,Camioneta,5000.0,49.1,2023.0,Operativo,138259.0,5.0,0.0635,0.9122199592668024,1.7961711711711714,6.0,1.0,2.0
216.0,47,20.0,3748.1,12.37,En Tránsito,Refrigerada,San Fernando,La Serena,29.6,3.2,Autopista,8950.0,Furgón,10000.0,8.6,2016.0,Operativo,263978.0,5.0,0.37481,1.4383720930232555,302.36486486486484,6.0,2.0,2.0
217.0,2,24.0,13361.1,22.33,Entregado,Peligrosa,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,6.0,1.33611,1.378395061728395,23.787460567823345,6.0,2.0,2.0
218.0,44,47.0,10780.8,38.09,En Tránsito,General,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,5.0,1.07808,0.7040665434380777,16.914321450906815,6.0,3.0,2.0
219.0,64,5.0,1103.8,1.19,Entregado,Frágil,La Serena,Curicó,1480.2,17.5,Urbana,10844.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,5.0,0.3679333333333333,0.028066037735849,7.32603702202405,6.0,4.0,2.0
221.0,28,6.0,7400.6,50.15,Retrasado,Refrigerada,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Camión,1000.0,74.9,2017.0,Fuera De Servicio,145004.0,6.0,7.400600000000001,0.6695594125500667,18.209416469732776,6.0,5.0,2.0
222.0,54,28.0,12703.3,30.58,En Tránsito,Perecible,Pucón,Osorno,147.7,21.5,Urbana,2006.0,Semi-Remolque,5000.0,5.9,2021.0,Operativo,32072.0,5.0,1.105755,0.8255102040816326,13.581584292484768,6.0,6.0,2.0
223.0,74,59.0,9015.1,26.93,Entregado,Refrigerada,Coquimbo,Puerto Montt,1126.4,6.1,Urbana,1399.0,Furgón,5000.0,75.9,2014.0,En Mantención,94179.0,5.0,1.80302,0.3548089591567852,1.242009943181818,6.0,0.0,2.0
224.0,67,5.0,10230.7,51.09,Entregado,Refrigerada,Chillán,Puerto Montt,1065.6,1.0,Autopista,1914.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,6.0,3.4102333333333337,1.2049528301886794,1.7961711711711714,6.0,0.0,2.0
226.0,63,39.0,3492.7,17.36,En Tránsito,General,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,0.2420390344119158,6.0,2.0,2.0
227.0,25,38.0,9362.9,19.51,En Tránsito,Refrigerada,Coquimbo,Concepción,213.5,1.2,Ruta Nacional,6799.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,5.0,1.87258,0.2799139167862267,31.84543325526932,6.0,3.0,2.0
228.0,48,2.0,6910.2,40.76,Entregado,Perecible,Villarrica,Santiago,483.8,7.7,Autopista,9072.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,6.0,1.38204,1.0532299741602067,18.75155022736668,6.0,3.0,2.0
229.0,39,43.0,601.4,33.84,En Tránsito,General,Valparaíso,Chillán,883.7,16.7,Urbana,1950.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,5.0,0.12028,0.6372881355932204,6.885564797424202,6.0,4.0,2.0
230.0,47,39.0,226.9,9.82,Entregado,Perecible,San Fernando,La Serena,29.6,3.2,Autopista,8950.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,302.36486486486484,6.0,5.0,2.0
231.0,21,54.0,1797.2,18.66,Entregado,Refrigerada,Desconocido,Valparaíso,115.0,19.2,Camino Rural,80.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,5.0,0.35944,0.292018779342723,0.6956521739130435,6.0,6.0,2.0
233.0,31,40.0,7468.85,41.32,Entregado,Refrigerada,Castro,Concepción,883.7,12.7,Ruta Nacional,11863.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,5.0,1.105755,1.7582978723404254,13.424238995134097,6.0,0.0,2.0
234.0,26,37.0,8305.9,59.16,Entregado,Frágil,Rancagua,Los Ángeles,1490.8,8.4,Autopista,10265.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,5.0,1.66118,6.03673469387755,6.885564797424202,6.0,1.0,2.0
235.0,22,59.0,487.5,46.04,Entregado,General,Castro,Talca,919.3,23.7,Urbana,4921.0,Furgón,5000.0,75.9,2014.0,En Mantención,94179.0,6.0,0.0975,0.6065876152832674,5.352985967584032,6.0,1.0,2.0
236.0,21,18.0,7468.85,56.52,Retrasado,Perecible,Desconocido,Valparaíso,115.0,19.2,Camino Rural,80.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,6.0,1.105755,1.4529562982005142,0.6956521739130435,6.0,2.0,2.0
237.0,1,54.0,13870.1,13.05,En Tránsito,Frágil,La Florida,Pucón,420.3,6.3,Camino Rural,13931.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,5.0,2.77402,0.204225352112676,33.14537235308113,6.0,3.0,2.0
238.0,37,48.0,5969.9,46.31,En Tránsito,Peligrosa,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,5.0,0.5969899999999999,1.279281767955801,2.144931544737934,6.0,4.0,2.0
239.0,77,46.0,9377.6,1.31,Entregado,Perecible,Cauquenes,La Florida,1827.8,23.6,Camino Rural,12453.0,Camión,10000.0,20.5,2022.0,En Mantención,17043.0,6.0,0.93776,0.0639024390243902,6.813108655213918,6.0,4.0,2.0
240.0,46,12.0,11699.5,40.28,Devuelto,Refrigerada,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,6.0,0.584975,1.7437229437229436,15.246266285351128,6.0,5.0,2.0
241.0,9,17.0,11761.0,28.21,Entregado,Perecible,Osorno,Osorno,1555.3,5.1,Ruta Nacional,7202.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,5.0,1.1761,0.9012779552715656,6.885564797424202,6.0,6.0,2.0
242.0,17,37.0,7794.0,20.87,Entregado,Peligrosa,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,5.0,1.5588,2.129591836734694,2.4405756135166388,6.0,0.0,2.0
244.0,59,38.0,5876.8,51.27,Entregado,Frágil,Temuco,Santiago,1070.4,3.5,Autopista,2117.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,6.0,1.17536,0.7355810616929699,1.977765321375187,6.0,1.0,2.0
246.0,12,7.0,3611.0,36.61,En Tránsito,General,Cauquenes,Los Ángeles,1225.7,3.4,Autopista,4699.0,Furgón,10000.0,48.7,2022.0,Operativo,235075.0,5.0,0.3611,0.7517453798767967,3.833727665823611,6.0,3.0,2.0
249.0,53,1.0,11935.8,49.94,Cancelado,Peligrosa,Temuco,Coquimbo,1433.7,5.1,Autopista,7421.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,5.0,0.5967899999999999,1.015040650406504,5.17611773732301,7.0,5.0,3.0
250.0,16,38.0,6261.7,18.66,Entregado,Frágil,Santiago,San Antonio,1703.5,8.3,Autopista,6641.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,6.0,1.25234,0.2677187948350071,3.898444379219255,7.0,5.0,3.0
251.0,5,3.0,3444.5,56.59,Cancelado,General,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,6.0,0.34445,0.8154178674351585,5.608662364650552,7.0,6.0,3.0
252.0,73,37.0,3484.5,10.86,Entregado,Refrigerada,Maipú,Santiago,468.4,5.2,Ruta Nacional,11768.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,5.0,0.6969,1.1081632653061224,25.123825789923146,7.0,0.0,3.0
253.0,46,44.0,13522.0,39.8,En Tránsito,Perecible,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Semi-Remolque,10000.0,31.05,2022.0,Operativo,306437.0,5.0,1.3522,1.2818035426731078,15.246266285351128,7.0,1.0,3.0
254.0,14,13.0,12510.4,40.36,Retrasado,Frágil,Los Ángeles,Valparaíso,1589.9,0.9,Camino Rural,4864.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,3.059311906409208,7.0,1.0,3.0
255.0,44,43.0,8307.4,15.21,Entregado,Refrigerada,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,6.0,1.6614799999999998,0.2864406779661017,16.914321450906815,7.0,2.0,3.0
256.0,63,13.0,9245.5,19.55,En Tránsito,Peligrosa,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,5.0,1.8491,0.8846153846153846,0.2420390344119158,7.0,3.0,3.0
257.0,13,48.0,7120.1,50.1,Entregado,Frágil,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,5.0,0.71201,1.3839779005524862,10.360608444794124,7.0,4.0,3.0
258.0,26,18.0,5881.1,45.73,Entregado,Perecible,Rancagua,Los Ángeles,1490.8,8.4,Autopista,10265.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,6.0,0.294055,1.1755784061696657,6.885564797424202,7.0,4.0,3.0
259.0,53,17.0,13733.0,19.81,Cancelado,Refrigerada,Temuco,Coquimbo,1433.7,5.1,Autopista,7421.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,6.0,1.3733,0.6329073482428115,5.17611773732301,7.0,5.0,3.0
260.0,29,17.0,1892.9,30.58,Entregado,Refrigerada,Ovalle,Pucón,948.5,20.2,Ruta Nacional,609.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,5.0,0.18929,0.8255102040816326,0.6420664206642066,7.0,6.0,3.0
261.0,19,11.0,6282.5,3.79,Entregado,General,Puerto Montt,Talca,1625.7,19.9,Urbana,1526.0,Van,20000.0,5.3,2017.0,Operativo,476196.0,6.0,0.314125,0.7150943396226416,0.938672571815218,7.0,6.0,3.0
262.0,47,20.0,5175.0,12.6,Entregado,Perecible,San Fernando,La Serena,29.6,3.2,Autopista,8950.0,Furgón,10000.0,8.6,2016.0,Operativo,263978.0,6.0,0.5175,1.4651162790697674,302.36486486486484,7.0,0.0,3.0
263.0,8,10.0,7477.3,29.2,Cancelado,General,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,6.0,7.4773,1.4106280193236715,468.974358974359,7.0,1.0,3.0
264.0,23,29.0,7468.85,5.25,Entregado,Peligrosa,Chillán,Valparaíso,1884.9,16.5,Autopista,9906.0,Camión,10000.0,14.8,2018.0,Fuera De Servicio,91015.0,5.0,1.105755,0.3547297297297297,5.255451217571224,7.0,2.0,3.0
265.0,35,48.0,7788.2,50.62,Entregado,General,Rancagua,Angol,1308.4,19.1,Autopista,3708.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,6.0,0.77882,1.398342541436464,2.8339957199633137,7.0,2.0,3.0
267.0,58,17.0,7702.0,56.62,Entregado,Frágil,Angol,San Fernando,1463.5,20.9,Ruta Nacional,505.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,5.0,0.7702,1.8089456869009584,0.3450632046463956,7.0,4.0,3.0
268.0,5,54.0,3643.9,41.64,Entregado,General,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,5.0,0.72878,0.651643192488263,5.608662364650552,7.0,5.0,3.0
269.0,16,52.0,2773.1,56.43,Retrasado,Perecible,Santiago,San Antonio,1703.5,8.3,Autopista,6641.0,Semi-Remolque,5000.0,69.4,2013.0,En Mantención,171940.0,6.0,0.55462,0.8131123919308356,3.898444379219255,7.0,5.0,3.0
270.0,17,42.0,981.9,33.32,En Tránsito,General,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,6.0,0.049095,4.973134328358209,2.4405756135166388,7.0,6.0,3.0
271.0,32,13.0,7468.85,36.05,Retrasado,Peligrosa,Rancagua,Temuco,234.5,13.8,Urbana,12045.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,5.0,1.105755,1.631221719457013,51.36460554371002,7.0,0.0,3.0
