id_envio,pca_1,pca_2,cluster_kmeans,cluster_dbscan,tiene_incidencia
741.0,-0.6318,-0.7099,3,-1,0
742.0,-0.4113,-0.5209,3,-1,0
743.0,0.4574,-1.4767,2,-1,0
744.0,-1.1406,-0.1172,3,-1,1
745.0,-0.0046,-0.0995,1,-1,0
747.0,1.0603,-0.8329,2,-1,0
748.0,-1.9707,0.3783,3,-1,1
749.0,1.3255,-0.9737,2,-1,0
750.0,2.4143,-0.785,2,-1,0
751.0,1.0597,0.8608,4,-1,0
753.0,1.0312,-0.0437,2,-1,0
754.0,-0.4984,0.7366,4,-1,0
755.0,-1.7157,0.0089,1,-1,0
756.0,-0.1457,0.2647,4,-1,0
757.0,1.295,-0.028,2,-1,0
759.0,1.694,0.027,2,-1,0
760.0,-2.0843,0.056,4,-1,1
761.0,-0.5437,0.2979,4,-1,0
762.0,1.5273,0.6998,4,-1,1
763.0,1.8352,1.4875,0,-1,0
764.0,-0.2422,0.0421,4,-1,0
765.0,-1.1993,0.0866,4,-1,0
766.0,-1.3782,0.7467,4,-1,1
767.0,0.8408,-0.4012,2,-1,0
768.0,0.3143,0.8128,4,-1,0
769.0,-1.4988,0.5828,4,-1,0
770.0,0.0596,-0.0429,4,-1,0
771.0,-0.769,0.2277,4,-1,0
772.0,1.0075,-0.018,2,-1,0
773.0,-0.6227,0.6093,4,-1,0
774.0,-0.8153,0.9656,4,-1,0
775.0,1.3752,-0.0894,2,-1,0
777.0,-0.1611,0.2595,4,-1,0
778.0,-2.4926,0.1497,4,-1,1
779.0,1.5403,0.2376,2,-1,0
780.0,0.7336,0.1261,4,-1,0
781.0,-1.9297,0.3549,4,-1,0
782.0,0.2627,0.9859,4,-1,0
783.0,1.0186,-0.2711,2,-1,1
784.0,-0.4222,0.4082,4,-1,0
785.0,-2.226,-0.0078,4,-1,0
786.0,0.3224,0.774,4,-1,0
787.0,-1.5466,0.7624,4,-1,0
788.0,0.2353,0.309,4,-1,0
789.0,-1.4131,-0.0021,4,-1,0
791.0,1.5982,-0.1261,2,-1,1
792.0,-1.2545,0.9636,4,-1,0
793.0,2.1818,0.6868,2,-1,0
794.0,0.934,0.6342,2,-1,0
795.0,0.3011,0.1794,4,-1,1
796.0,-1.5073,0.4371,4,-1,1
797.0,-0.7071,1.2159,4,-1,0
798.0,-0.3401,0.6056,1,-1,0
799.0,-0.4736,0.7401,4,-1,1
800.0,1.4277,0.7746,2,-1,0
801.0,-1.6838,0.7304,1,-1,0
802.0,0.0633,0.8881,4,-1,1
803.0,-2.4492,0.7756,1,-1,1
804.0,1.7272,0.0284,2,-1,0
805.0,-2.3045,1.3391,1,-1,0
806.0,-0.322,0.7921,4,-1,0
810.0,-0.6156,0.5382,4,-1,0
811.0,-0.8575,0.5478,1,-1,0
812.0,1.4034,0.8153,4,-1,0
813.0,-0.7558,0.5456,4,-1,0
814.0,-0.4867,-0.0533,4,-1,0
815.0,2.4174,0.5264,2,-1,1
817.0,-3.047,0.7565,1,-1,0
818.0,-0.0454,0.9276,4,-1,1
819.0,-1.4651,0.3559,4,-1,1
820.0,-0.9377,1.1659,4,-1,0
821.0,-1.1302,0.708,4,-1,1
822.0,1.703,0.6874,2,-1,1
823.0,-1.3451,0.9189,4,-1,0
824.0,1.0071,0.2783,2,-1,0
825.0,-0.3349,0.2562,4,-1,0
826.0,-2.1941,0.8627,4,-1,0
828.0,3.5244,-0.3053,2,-1,0
830.0,-1.3026,0.3625,4,-1,0
831.0,0.9743,1.8187,0,-1,0
832.0,2.3101,0.4657,2,-1,0
833.0,-0.9628,0.7488,4,-1,0
834.0,0.1403,1.0756,4,-1,0
835.0,0.5079,0.9318,4,-1,0
837.0,3.0172,-0.0811,2,-1,1
838.0,-0.5416,0.815,4,-1,0
839.0,-0.1802,0.5,4,-1,0
841.0,-0.7402,0.3142,4,-1,0
842.0,-0.4247,0.3602,4,-1,0
843.0,-0.6132,2.4009,0,-1,0
844.0,-1.0551,0.8803,4,-1,0
845.0,-3.1037,1.4166,1,-1,0
846.0,-0.1273,0.456,4,-1,0
847.0,2.4123,-0.5483,2,-1,0
848.0,0.2295,0.5429,4,-1,0
850.0,-0.4562,0.238,4,-1,0
851.0,1.746,0.5408,2,-1,0
852.0,-0.2362,1.3872,4,-1,0
853.0,0.7466,0.0403,4,-1,1
854.0,-1.5261,0.9239,4,-1,0
855.0,-1.5776,1.223,4,-1,0
856.0,-0.6779,0.4811,4,-1,0
857.0,0.1405,0.647,4,-1,0
858.0,-0.4212,0.6658,4,-1,0
860.0,0.9962,1.1621,4,-1,0
861.0,-0.4462,0.679,4,-1,0
862.0,-0.188,0.8786,4,-1,0
864.0,-0.7151,1.012,4,-1,1
865.0,1.5972,-0.152,2,-1,0
866.0,0.3894,1.2098,4,-1,0
867.0,2.3026,0.8041,2,-1,0
868.0,-0.7593,1.2437,4,-1,1
869.0,0.7514,0.3239,4,-1,1
870.0,1.1802,1.0033,4,-1,0
871.0,0.1399,0.0357,4,-1,0
873.0,0.0752,1.2244,4,-1,0
874.0,0.3657,1.255,4,-1,0
875.0,0.1029,0.6192,4,-1,0
876.0,-1.3333,1.7072,4,-1,0
877.0,0.382,1.8764,4,-1,0
878.0,-0.136,0.9753,4,-1,0
879.0,0.7959,1.5238,4,-1,0
880.0,-0.9571,0.2041,4,-1,1
881.0,1.4939,1.9604,4,-1,0
882.0,-1.3004,1.6359,4,-1,0
883.0,3.9015,1.2769,2,-1,0
884.0,2.9641,1.2382,2,-1,0
885.0,2.7241,1.37,2,-1,0
887.0,1.7002,1.4553,2,-1,0
888.0,1.7033,1.0036,2,-1,0
889.0,0.8878,1.3291,4,-1,0
890.0,0.2191,2.0707,4,-1,0
891.0,-0.3903,1.7825,4,-1,0
892.0,-0.0294,1.3821,4,-1,1
893.0,-1.5844,1.7923,4,-1,0
894.0,0.1288,1.986,4,-1,0
895.0,0.2431,1.4138,4,-1,0
896.0,0.1809,1.8923,4,-1,0
897.0,-0.1499,2.0125,4,-1,1
898.0,0.7247,0.0434,4,-1,0
899.0,1.0641,1.51,4,-1,0
900.0,1.3359,1.0508,2,-1,0
901.0,2.4595,1.2984,2,-1,0
902.0,-0.4459,1.5436,4,-1,0
903.0,-0.9917,0.1569,4,-1,0
904.0,-0.3607,1.6162,4,-1,0
905.0,1.1423,1.2116,4,-1,0
906.0,-1.4651,1.7411,4,-1,0
907.0,-1.2254,1.9685,4,-1,0
909.0,-0.9672,1.3241,4,-1,0
910.0,-0.5084,1.0143,4,-1,0
912.0,-0.5144,1.9531,4,-1,1
913.0,-1.9591,1.8602,4,-1,0
914.0,0.2446,1.4993,4,-1,0
915.0,1.7898,1.1116,2,-1,0
916.0,-0.4198,2.3046,4,-1,0
917.0,-0.9886,1.6098,1,-1,0
918.0,-0.0082,2.2799,4,-1,0
920.0,-1.7646,1.834,4,-1,0
921.0,-0.1072,1.7364,4,-1,0
922.0,0.5121,1.9826,4,-1,0
923.0,-1.1985,1.3968,4,-1,0
924.0,0.4986,3.5421,0,-1,0
925.0,-0.9264,1.8367,4,-1,0
926.0,1.3438,0.8208,4,-1,0
927.0,-0.0388,1.4731,4,-1,0
928.0,0.3046,1.8446,4,-1,1
929.0,1.3067,2.045,4,-1,0
930.0,-0.2785,1.2947,4,-1,1
931.0,0.0372,1.9447,4,-1,0
932.0,-1.4446,1.6507,4,-1,1
933.0,-0.1684,1.4135,4,-1,0
934.0,-2.0701,2.5847,1,-1,0
935.0,0.0592,2.0988,4,-1,0
936.0,-1.0106,2.0359,4,-1,0
937.0,3.6583,1.5559,2,-1,0
938.0,-1.5657,1.8471,4,-1,0
939.0,-0.6977,2.0841,4,-1,0
940.0,0.1468,1.7859,4,-1,0
941.0,1.0615,3.1105,0,-1,0
942.0,1.7463,1.187,2,-1,1
943.0,0.6769,0.2889,4,-1,0
944.0,-0.4566,1.4877,4,-1,0
945.0,-0.2266,1.5248,4,-1,0
946.0,2.8616,0.9201,2,-1,1
948.0,5.4266,0.5845,2,-1,0
949.0,-0.1459,0.6614,4,-1,0
950.0,1.04,0.5313,4,-1,0
951.0,-0.0357,1.8506,4,-1,0
952.0,-0.927,1.5868,4,-1,0
953.0,1.4751,1.7423,4,-1,0
954.0,0.0934,1.6372,4,-1,0
955.0,0.8452,1.3105,1,-1,0
956.0,-1.6361,1.7734,4,-1,0
957.0,1.1051,1.9828,4,-1,0
958.0,-0.4672,1.8894,4,-1,0
959.0,0.8943,2.4616,4,-1,0
960.0,-1.3275,1.9165,1,-1,0
961.0,-0.3904,0.329,4,-1,0
963.0,1.2927,1.7719,4,-1,0
964.0,1.3294,2.2811,4,-1,0
965.0,2.3345,2.2147,4,-1,0
966.0,-1.2455,2.8183,4,-1,0
967.0,0.0691,2.3466,4,-1,0
968.0,0.2766,1.8181,4,-1,0
970.0,1.2374,2.401,4,-1,0
972.0,-1.9118,2.1497,1,-1,1
973.0,1.2508,1.3535,4,-1,0
974.0,2.6685,3.3253,0,-1,0
975.0,-1.4756,0.2274,1,-1,0
976.0,0.6884,2.3015,4,-1,0
977.0,0.4985,-0.1197,2,-1,0
978.0,-2.5656,2.1874,4,-1,1
979.0,-0.8791,2.7823,4,-1,0
981.0,0.6863,1.5141,4,-1,0
982.0,-2.1811,0.4887,1,-1,0
984.0,-0.0993,2.6196,4,-1,0
985.0,0.8228,1.9138,4,-1,0
986.0,-0.3184,1.9908,4,-1,0
987.0,-1.0748,2.0337,4,-1,0
988.0,1.4681,2.2818,4,-1,0
989.0,-0.6147,2.5657,4,-1,1
990.0,-0.8015,1.8154,4,-1,0
991.0,-0.5754,0.5769,4,-1,0
992.0,-0.0489,2.4509,4,-1,0
994.0,1.8884,1.8891,4,-1,0
995.0,2.5453,3.2925,0,-1,1
996.0,-0.1312,2.227,4,-1,0
997.0,-1.167,2.0736,4,-1,1
998.0,-1.6239,2.1635,4,-1,1
999.0,-1.3165,2.3224,4,-1,0
1000.0,0.3788,1.9654,4,-1,0
